customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity
7587-RZNME,Male,0,No,No,3,Yes,No,DSL,No
0748-RDGGM,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes
8393-JMVMB,Male,0,No,No,1,Yes,No,No,No internet service
5019-GQVCR,Male,1,No,No,43,Yes,Yes,Fiber optic,No
6036-TTFYU,Female,0,Yes,No,16,Yes,No,No,No internet service
2550-AEVRU,Female,0,Yes,Yes,57,Yes,No,DSL,Yes
0969-RGKCU,Male,0,Yes,Yes,37,Yes,No,No,No internet service
0378-CJKPV,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes
4706-AXVKM,Female,1,No,No,11,Yes,Yes,Fiber optic,No
5889-JTMUL,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No
9026-RNUJS,Male,1,No,No,5,Yes,No,DSL,No
3746-EUBYR,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No
2332-EFBJY,Male,0,No,No,16,Yes,No,No,No internet service
2880-FPNAE,Male,1,Yes,No,2,Yes,No,Fiber optic,No
1703-MGIAB,Female,0,No,No,17,Yes,Yes,DSL,No
4311-QTTAI,Female,0,No,No,16,Yes,No,No,No internet service
9474-PHLYD,Female,0,No,No,15,Yes,No,DSL,No
4318-RAJVY,Female,0,No,No,10,Yes,No,No,No internet service
2165-VOEGB,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes
3612-YUNGG,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No
2254-DLXRI,Female,0,No,No,1,Yes,Yes,Fiber optic,No
5062-CJJKH,Male,0,Yes,Yes,25,Yes,No,DSL,No
9028-LIHRP,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes
2219-MVUSO,Male,0,No,No,8,Yes,No,DSL,No
1053-MXTTK,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes
1530-ZTDOZ,Female,0,Yes,No,49,No,No phone service,DSL,Yes
1301-LOPVR,Male,0,Yes,Yes,29,No,No phone service,DSL,Yes
0853-TWRVK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes
8914-RBTSB,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No
6212-ATMLK,Female,0,No,No,50,Yes,Yes,Fiber optic,No
8200-LGKSR,Male,0,Yes,No,71,Yes,Yes,DSL,Yes
1568-BEKZM,Male,1,Yes,No,70,Yes,Yes,DSL,Yes
0670-ANMUU,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes
6897-RWMUB,Male,0,Yes,Yes,61,Yes,No,DSL,Yes
0963-ZBDRN,Male,0,No,No,32,Yes,No,Fiber optic,No
7594-RQHXR,Female,0,No,Yes,1,Yes,No,Fiber optic,No
6999-CHVCF,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes
6134-KWTBV,Male,0,No,No,62,Yes,Yes,No,No internet service
1077-HUUJM,Female,0,No,Yes,7,Yes,No,Fiber optic,No
6331-EWIEB,Male,0,No,No,20,Yes,Yes,Fiber optic,No
0895-LNKRC,Male,0,Yes,Yes,6,Yes,No,No,No internet service
2045-BMBTJ,Female,1,No,No,33,No,No phone service,DSL,Yes
8417-GSODA,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No
5171-EPLKN,Male,0,No,No,27,Yes,No,No,No internet service
4452-QIIEB,Male,0,No,No,7,Yes,No,DSL,No
5998-VVEJY,Male,0,No,No,26,Yes,Yes,Fiber optic,No
1624-NALOJ,Male,1,No,No,5,Yes,Yes,Fiber optic,No
6741-EGCBI,Male,1,No,No,30,Yes,Yes,Fiber optic,Yes
7820-ZYGNY,Male,0,No,No,63,Yes,Yes,Fiber optic,No
4317-VTEOA,Male,0,No,No,1,Yes,No,DSL,No
9677-AVKED,Female,0,No,Yes,53,Yes,Yes,DSL,No
1670-SVOWZ,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No
2227-JRSJX,Female,0,No,No,21,Yes,No,Fiber optic,No
9847-HNVGP,Male,0,No,No,17,Yes,No,No,No internet service
6696-YDAYZ,Male,0,Yes,Yes,16,Yes,No,No,No internet service
8980-WQFWL,Female,0,No,No,35,Yes,No,DSL,No
1730-ZMAME,Female,1,No,No,32,Yes,No,Fiber optic,No
6506-EYCNH,Female,0,Yes,Yes,28,Yes,No,No,No internet service
4634-JLRJT,Female,0,No,No,1,Yes,No,No,No internet service
9501-UKKNL,Male,0,No,No,59,No,No phone service,DSL,No
2560-QTSBS,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service
7541-YLXCL,Male,0,No,No,36,Yes,No,DSL,No
4795-WRNVT,Female,0,No,No,40,Yes,No,DSL,Yes
6080-TCMYC,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No
0260-ZDLGK,Female,0,No,Yes,9,Yes,No,DSL,No
7860-UXCRM,Male,0,Yes,Yes,63,Yes,No,DSL,Yes
6357-JJPQT,Female,0,No,No,3,Yes,No,Fiber optic,No
2292-XQWSV,Male,0,Yes,Yes,40,No,No phone service,DSL,No
9552-TGUZV,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes
5913-INRQV,Male,1,Yes,No,34,Yes,No,Fiber optic,Yes
8722-NGNBH,Male,0,No,No,5,No,No phone service,DSL,Yes
6210-KBBPI,Male,1,No,No,9,Yes,Yes,Fiber optic,No
9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No
8734-FNWVH,Male,0,Yes,Yes,31,Yes,Yes,DSL,No
9447-YPTBX,Female,0,Yes,No,50,Yes,No,No,No internet service
0133-BMFZO,Female,0,No,No,2,Yes,No,Fiber optic,Yes
6128-CZOMY,Female,0,No,No,1,Yes,No,DSL,No
9540-JYROE,Male,0,No,No,8,Yes,No,Fiber optic,No
9026-LHEVG,Female,0,No,No,9,No,No phone service,DSL,No
2260-USTRB,Female,1,No,No,2,Yes,No,Fiber optic,No
3656-TKRVZ,Female,0,No,No,3,Yes,No,DSL,Yes
7011-CVEUC,Male,0,Yes,No,25,Yes,No,Fiber optic,No
6185-TASNN,Male,1,No,No,1,Yes,No,DSL,No
7925-PNRGI,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes
8623-TMRBY,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No
1552-CZCLL,Female,0,Yes,Yes,55,Yes,No,No,No internet service
3038-PQIUY,Female,0,No,No,38,Yes,Yes,DSL,Yes
1501-SGHBW,Male,0,No,No,2,Yes,No,DSL,No
9313-CDOGY,Male,0,Yes,Yes,38,Yes,No,No,No internet service
8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No
2623-DRYAM,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No
9987-LUTYD,Female,0,No,No,13,Yes,No,DSL,Yes
3208-YPIOE,Male,0,No,No,39,Yes,Yes,Fiber optic,No
4488-KQFDT,Female,0,No,No,61,Yes,Yes,Fiber optic,No
2612-RANWT,Female,0,No,No,12,Yes,Yes,Fiber optic,No
5693-PIPCS,Male,0,No,No,41,Yes,No,Fiber optic,No
0491-KAPQG,Male,0,No,No,21,Yes,Yes,Fiber optic,No
1925-LFCZZ,Male,1,No,No,55,No,No phone service,DSL,No
8039-EQPIM,Male,0,Yes,No,69,No,No phone service,DSL,Yes
6900-PXRMS,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,No
8707-RMEZH,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes
3346-BRMIS,Female,1,Yes,No,18,No,No phone service,DSL,No
3209-ZPKFI,Male,0,Yes,Yes,47,Yes,Yes,DSL,No
6479-VDGRK,Female,0,Yes,Yes,72,Yes,No,DSL,Yes
9373-WSLOY,Male,1,Yes,No,33,No,No phone service,DSL,No
2933-FILNV,Female,0,Yes,Yes,2,No,No phone service,DSL,No
3569-JFODW,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes
9819-FBNSV,Male,1,Yes,No,37,Yes,No,Fiber optic,No
9544-PYPSJ,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No
1591-XWLGB,Female,0,Yes,No,71,Yes,No,No,No internet service
0396-UKGAI,Male,0,No,Yes,23,Yes,No,DSL,No
3243-ZHOHY,Female,0,No,No,16,Yes,No,No,No internet service
5186-EJEGL,Male,0,No,No,9,Yes,No,DSL,Yes
7527-QNRUS,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service
9986-BONCE,Female,0,No,No,4,Yes,No,No,No internet service
2722-JMONI,Female,1,Yes,No,1,Yes,No,DSL,Yes
2203-GHNWN,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No
3878-AVSOQ,Female,1,No,No,1,Yes,No,Fiber optic,No
3258-SYSWS,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes
5296-PSYVW,Female,0,Yes,No,72,Yes,Yes,No,No internet service
6319-QSUSR,Female,0,No,Yes,11,Yes,No,No,No internet service
4083-EUGRJ,Male,0,No,No,9,Yes,No,No,No internet service
7579-OOPEC,Female,1,Yes,No,2,Yes,No,DSL,No
0512-FLFDW,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No
1771-OADNZ,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No
0487-CRLZF,Female,0,No,No,49,Yes,No,DSL,No
2107-FBPTK,Female,1,No,No,30,Yes,Yes,Fiber optic,No
9451-WLYRI,Female,0,Yes,No,53,Yes,No,No,No internet service
8219-VYBVI,Male,0,No,Yes,39,Yes,Yes,No,No internet service
1991-VOPLL,Female,0,No,No,9,Yes,No,No,No internet service
9738-QLWTP,Male,0,No,No,39,Yes,No,Fiber optic,No
1016-DJTSV,Male,1,No,No,8,Yes,No,Fiber optic,No
9419-IPPBE,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No
0174-QRVVY,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service
5699-BNCAS,Male,1,No,No,71,Yes,Yes,No,No internet service
2900-PHPLN,Female,1,Yes,No,70,Yes,No,No,No internet service
0612-RTZZA,Female,1,No,No,1,No,No phone service,DSL,No
8106-GWQOK,Male,0,Yes,No,38,No,No phone service,DSL,Yes
8751-EDEKA,Female,0,Yes,No,28,Yes,No,Fiber optic,No
6878-GGDWG,Female,0,Yes,No,32,Yes,No,No,No internet service
4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No
8450-LUGUK,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service
3604-WLABM,Female,0,No,No,10,Yes,No,DSL,No
0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes
2259-OUUSZ,Male,0,No,No,7,No,No phone service,DSL,No
1142-IHLOO,Female,0,No,No,51,Yes,No,Fiber optic,No
6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No
4633-MKHYU,Female,0,No,No,9,Yes,No,Fiber optic,No
6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No
1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes
3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No
7826-VVKWT,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No
1353-GHZOS,Male,0,Yes,No,22,Yes,No,DSL,Yes
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes
5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service
8816-VXNZD,Female,0,No,No,1,Yes,Yes,Fiber optic,No
9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No
1723-HKXJQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No
7825-GKXMW,Female,0,No,No,1,Yes,No,DSL,No
9753-OYLBX,Female,0,No,No,1,Yes,No,No,No internet service
2364-UFROM,Male,0,No,No,30,Yes,No,DSL,Yes
6656-JWRQX,Female,0,No,No,1,No,No phone service,DSL,No
6473-ULUHT,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes
1240-KNSEZ,Male,0,No,No,1,Yes,No,No,No internet service
0836-SEYLU,Male,0,Yes,No,9,No,No phone service,DSL,No
4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No
3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No
7688-AWMDX,Male,0,Yes,No,71,Yes,No,DSL,Yes
2842-BCQGE,Male,0,No,No,43,Yes,Yes,Fiber optic,No
7244-QWYHG,Male,0,Yes,No,50,No,No phone service,DSL,Yes
5899-MQZZL,Female,0,No,No,13,Yes,Yes,Fiber optic,No
6849-OYAMU,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No
5312-UXESG,Female,0,No,No,41,Yes,Yes,Fiber optic,No
9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No
6038-GCYEC,Female,0,No,No,24,No,No phone service,DSL,No
2150-WLKUW,Female,0,Yes,No,40,Yes,Yes,DSL,No
7159-FVYPK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No
7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes
1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes
6088-BXMRG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No
3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No
4821-SJHJV,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes
7346-MEDWM,Female,0,No,No,59,Yes,Yes,Fiber optic,No
1137-DGOWI,Female,0,Yes,No,30,Yes,No,DSL,No
5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No internet service
3812-LRZIR,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service
4818-QIUFN,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes
9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No internet service
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes
9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes
4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No
9537-JALFH,Male,0,Yes,Yes,69,Yes,No,No,No internet service
6698-OXETB,Male,0,No,No,11,Yes,No,No,No internet service
2103-ZRXFN,Male,0,No,No,1,Yes,Yes,DSL,No
3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No internet service
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes
9209-NWPGU,Male,0,No,No,44,Yes,No,DSL,Yes
6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No
7306-YDSOI,Male,0,Yes,Yes,69,Yes,No,DSL,Yes
5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No
0655-YDGFJ,Male,0,No,No,29,Yes,No,DSL,No
8468-EHYJA,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes
6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No internet service
1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes
2839-RFSQE,Female,0,No,No,2,Yes,No,No,No internet service
8328-SKJNO,Male,0,No,Yes,23,No,No phone service,DSL,Yes
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,No,No internet service
5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service
0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No
9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No
6352-GIGGQ,Male,0,No,No,67,Yes,Yes,DSL,Yes
3635-QQRQD,Male,0,No,No,62,Yes,No,No,No internet service
6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No
2897-DOVND,Male,0,No,No,2,Yes,No,Fiber optic,No
3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes
0191-EQUUH,Female,0,No,Yes,25,No,No phone service,DSL,Yes
7134-HBPBS,Female,1,No,No,72,Yes,Yes,Fiber optic,No
3489-HHPFY,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No
2926-JEJJC,Female,0,No,No,8,Yes,No,No,No internet service
8601-QACRS,Female,0,No,No,5,Yes,Yes,DSL,No
4950-BDEUX,Male,0,No,No,35,No,No phone service,DSL,No
5789-LDFXO,Male,0,No,No,24,Yes,Yes,No,No internet service
0508-OOLTO,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No
2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes
9822-WMWVG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes
2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes
9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No
2645-QTLMB,Male,0,No,No,7,Yes,No,Fiber optic,No
4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No
1548-ARAGG,Female,0,Yes,Yes,4,Yes,Yes,DSL,No
6339-RZCBJ,Male,0,No,No,48,Yes,No,DSL,No
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No
4415-WNGVR,Female,1,Yes,No,12,Yes,No,DSL,Yes
2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes
0412-UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes
1816-FLZDK,Male,0,No,No,1,No,No phone service,DSL,No
7096-UCLNH,Male,0,No,No,1,Yes,No,No,No internet service
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No
9136-ALYBR,Male,0,No,No,1,No,No phone service,DSL,No
4615-PIVVU,Female,0,No,No,42,Yes,No,DSL,No
8885-QSQBX,Female,0,No,No,1,Yes,No,DSL,Yes
7479-NITWS,Male,0,No,No,7,Yes,Yes,Fiber optic,No
8617-ENBDS,Male,0,No,No,3,Yes,No,Fiber optic,No
9385-NXKDA,Female,0,Yes,No,72,Yes,Yes,DSL,Yes
0430-IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No
2959-MJHIC,Male,0,Yes,No,4,Yes,No,Fiber optic,No
6674-KVJHG,Female,0,No,No,11,Yes,Yes,No,No internet service
1814-DKOLC,Female,0,No,No,5,Yes,Yes,No,No internet service
4201-JMNGR,Female,1,No,No,1,Yes,No,DSL,Yes
9351-HXDMR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes
3537-HPKQT,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No
2129-ALKBS,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service
5821-MMEIL,Female,0,Yes,No,57,Yes,No,No,No internet service
5960-WPXQM,Male,0,No,No,1,Yes,No,Fiber optic,No
0684-AOSIH,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes
8260-NGFNY,Female,0,No,No,1,No,No phone service,DSL,No
1309-XGFSN,Male,1,Yes,Yes,52,Yes,Yes,DSL,No
1866-RZZQS,Male,1,No,No,41,Yes,Yes,Fiber optic,No
6968-URWQU,Male,0,Yes,No,43,Yes,No,DSL,No
4742-TXUEX,Female,0,Yes,Yes,47,Yes,No,No,No internet service
9631-XEYKE,Male,0,No,No,3,Yes,Yes,DSL,No
8631-NBHFZ,Male,1,Yes,Yes,66,Yes,Yes,DSL,Yes
1335-MXCSE,Male,0,Yes,Yes,55,Yes,No,DSL,No
8873-TMKGR,Male,0,No,No,29,Yes,No,No,No internet service
8800-JOOCF,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No
1469-LBJQJ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No
4958-XCBDQ,Male,1,No,No,35,Yes,Yes,Fiber optic,No
8337-UPOAQ,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No
0064-YIJGF,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No
2386-OWURY,Female,0,No,No,58,Yes,No,Fiber optic,No
1725-IQNIY,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes
0310-VQXAM,Male,0,No,No,9,Yes,No,No,No internet service
6598-RFFVI,Male,0,No,No,2,Yes,No,No,No internet service
3453-RTHJQ,Male,0,No,No,6,Yes,No,Fiber optic,No
6712-OAWRH,Female,1,No,No,26,Yes,No,Fiber optic,No
6278-FEPBZ,Female,0,No,No,9,Yes,No,No,No internet service
4280-DLSHD,Male,0,Yes,No,8,Yes,No,DSL,No
1508-DFXCU,Male,0,No,No,12,Yes,No,Fiber optic,No
8614-VGMMV,Female,0,No,No,15,Yes,Yes,DSL,No
7868-BGSZA,Male,0,Yes,No,43,Yes,Yes,DSL,Yes
2800-QQUSO,Male,0,No,No,42,Yes,Yes,Fiber optic,No
2930-UOTMB,Female,0,No,No,31,Yes,Yes,DSL,Yes
7973-DZRKH,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes
5914-DVBWJ,Female,1,No,No,18,Yes,Yes,Fiber optic,No
7698-YFGEZ,Male,0,No,No,1,Yes,No,No,No internet service
2533-QVMSK,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No
9773-PEQBZ,Male,0,No,No,10,Yes,Yes,Fiber optic,No
8644-XLFBW,Male,1,No,No,1,Yes,No,Fiber optic,No
0650-BWOZN,Female,1,No,No,18,Yes,No,Fiber optic,No
8625-AZYZY,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No
7785-RDVIG,Female,0,Yes,Yes,3,Yes,No,No,No internet service
9602-WCXPI,Male,0,No,No,50,Yes,No,No,No internet service
2903-YYTBW,Male,0,Yes,Yes,1,Yes,No,DSL,No
3620-MWJNE,Male,0,No,No,2,Yes,No,DSL,Yes
8573-JGCZW,Male,0,No,No,17,Yes,No,No,No internet service
6837-HAEVO,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No
6701-YVNQG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes
9306-CPCBC,Female,0,No,No,3,Yes,Yes,Fiber optic,No
4304-XUMGI,Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes
9504-YAZWB,Female,0,No,No,53,Yes,No,No,No internet service
8819-ZBYNA,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes
6174-NRBTZ,Male,0,No,No,46,No,No phone service,DSL,Yes
9481-IEBZY,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes
1833-VGRUM,Female,1,No,No,1,Yes,Yes,Fiber optic,No
6137-NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No
9065-ZCPQX,Male,0,Yes,No,72,Yes,Yes,DSL,Yes
6402-EJMWF,Male,0,No,No,4,Yes,No,DSL,No
3620-EHIMZ,Female,0,Yes,Yes,52,Yes,No,No,No internet service
3213-VVOLG,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service
6870-ECSHE,Female,0,No,No,2,Yes,No,No,No internet service
8747-UDCOI,Female,0,Yes,No,65,Yes,No,No,No internet service
8374-XGEJJ,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No
2656-TABEH,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No
6946-LMSQS,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes
4626-OZDTJ,Female,0,Yes,No,51,Yes,Yes,DSL,No
9169-BSVIN,Male,0,No,No,12,Yes,Yes,DSL,No
2325-ZUSFD,Female,0,Yes,Yes,57,Yes,No,DSL,Yes
8194-PEEBY,Female,0,Yes,Yes,24,Yes,No,No,No internet service
6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No
3932-CMDTD,Female,0,No,No,4,Yes,No,Fiber optic,No
7714-YXSMB,Female,0,No,No,26,Yes,Yes,Fiber optic,No
8387-UGUSU,Female,0,Yes,Yes,15,Yes,No,No,No internet service
1080-BWSYE,Male,1,Yes,No,64,Yes,Yes,No,No internet service
4039-HEUNW,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No
1194-HVAIF,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No
0812-WUPTB,Male,1,Yes,No,1,Yes,No,Fiber optic,No
3594-UVONA,Female,0,No,No,35,Yes,Yes,DSL,Yes
0004-TLHLJ,Male,0,No,No,4,Yes,No,Fiber optic,No
1767-TGTKO,Female,0,Yes,Yes,8,Yes,No,DSL,No
8439-LTUGF,Male,0,No,No,10,Yes,No,No,No internet service
8805-JNRAZ,Female,0,No,No,2,Yes,No,DSL,No
5089-IFSDP,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes
6418-HNFED,Male,0,Yes,No,51,Yes,No,DSL,Yes
0206-OYVOC,Female,0,Yes,Yes,46,Yes,No,No,No internet service
7291-CDTMJ,Male,0,No,No,1,Yes,No,No,No internet service
7128-GGCNO,Male,0,No,No,46,Yes,Yes,Fiber optic,No
0237-YFUTL,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes
7691-KGKGP,Male,0,Yes,Yes,53,Yes,No,DSL,No
6710-HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No
3675-EQOZA,Male,0,No,No,5,Yes,No,No,No internet service
0840-DCNZE,Male,0,No,No,47,Yes,No,DSL,Yes
1732-FEKLD,Female,0,No,No,54,Yes,Yes,Fiber optic,No
9862-KJTYK,Male,0,No,Yes,19,No,No phone service,DSL,No
0479-HMSWA,Female,0,No,Yes,26,Yes,No,Fiber optic,No
5854-KSRBJ,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service
0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No
4817-VYYWS,Female,0,No,No,30,Yes,Yes,Fiber optic,No
5701-SVCWR,Female,0,No,Yes,1,Yes,Yes,No,No internet service
3129-AAQOU,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service
4922-CVPDX,Female,0,Yes,No,26,Yes,No,DSL,No
1396-QWFBJ,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No
1357-BIJKI,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No
1099-BTKWT,Female,0,Yes,No,68,No,No phone service,DSL,Yes
5299-SJCZT,Male,0,No,No,3,Yes,Yes,Fiber optic,No
2018-PZKMU,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No
7340-KEFQE,Female,0,Yes,Yes,51,No,No phone service,DSL,Yes
4570-QHXHL,Female,0,No,No,9,Yes,No,DSL,No
2403-BCASL,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No
7392-YYPYJ,Male,0,No,No,22,Yes,Yes,Fiber optic,No
2898-LSJGD,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes
2223-GDSHL,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes
7359-PTSXY,Male,0,No,No,1,Yes,No,DSL,No
9470-RTWDV,Male,0,Yes,Yes,26,Yes,Yes,DSL,No
2176-OSJUV,Male,0,Yes,No,71,Yes,Yes,DSL,Yes
9348-YVOMK,Male,0,No,No,4,Yes,No,DSL,No
8104-OSKWT,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes
4521-YEEHE,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No
4090-KPJIP,Female,0,No,No,3,Yes,Yes,Fiber optic,No
3786-WOVKF,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes
4503-BDXBD,Male,0,No,No,11,Yes,No,Fiber optic,No
6086-ESGRL,Female,0,No,No,1,Yes,No,Fiber optic,No
2592-HODOV,Male,0,No,No,13,Yes,No,No,No internet service
3886-CERTZ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No
7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes
3824-RHKVR,Female,0,No,No,17,Yes,No,No,No internet service
5816-SCGFC,Female,1,No,No,7,Yes,No,DSL,No
5989-AXPUC,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes
4979-HPRFL,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service
8590-OHDIW,Female,0,Yes,Yes,38,Yes,No,No,No internet service
