customerID,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9040-KZVWO,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,No
2645-QTLMB,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669,Yes
4806-HIPDW,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,Yes
1548-ARAGG,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,No
6339-RZCBJ,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,No
4424-TKOPW,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes
4415-WNGVR,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,No
2522-AHJXR,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,No
0412-UCCNP,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,No
1816-FLZDK,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,No
7096-UCLNH,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No
8443-ZRDBZ,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,Yes
9136-ALYBR,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,24.45,Yes
4615-PIVVU,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,2762.75,No
8885-QSQBX,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,No
7479-NITWS,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,Yes
8617-ENBDS,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,No
9385-NXKDA,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,No
0430-IHCDJ,No,No,No,No,No,Month-to-month,Yes,Electronic check,49,749.25,No
2959-MJHIC,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,Yes
6674-KVJHG,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,245.15,No
1814-DKOLC,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.45,134.75,No
4201-JMNGR,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,Yes
9351-HXDMR,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,No
3537-HPKQT,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,No
2129-ALKBS,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,No
5821-MMEIL,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,No
5960-WPXQM,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,Yes
0684-AOSIH,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95,95,Yes
8260-NGFNY,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,Yes
1309-XGFSN,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.85,4079.55,No
1866-RZZQS,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,Yes
6968-URWQU,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,No
4742-TXUEX,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,No
9631-XEYKE,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.4,137.25,No
8631-NBHFZ,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,Yes
1335-MXCSE,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,3119.9,No
8873-TMKGR,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,No
8800-JOOCF,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,966.55,No
1469-LBJQJ,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,6936.85,No
4958-XCBDQ,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,Yes
8337-UPOAQ,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,Yes
0064-YIJGF,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,1929,No
2386-OWURY,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,No
1725-IQNIY,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2,Yes
0310-VQXAM,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,No
6598-RFFVI,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,Yes
3453-RTHJQ,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,435,No
6712-OAWRH,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,Yes
6278-FEPBZ,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,186.15,No
4280-DLSHD,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.75,445.85,No
1508-DFXCU,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.45,912,No
8614-VGMMV,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,Yes
7868-BGSZA,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,No
2800-QQUSO,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,No
2930-UOTMB,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,Yes
7973-DZRKH,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.95,5930.05,No
5914-DVBWJ,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,Yes
7698-YFGEZ,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,20,No
2533-QVMSK,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,Yes
9773-PEQBZ,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.85,797.25,No
8644-XLFBW,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes
0650-BWOZN,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,No
8625-AZYZY,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,Yes
7785-RDVIG,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,54.7,No
9602-WCXPI,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,989.05,No
2903-YYTBW,No,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,No
3620-MWJNE,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,No
8573-JGCZW,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,No
6837-HAEVO,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105,7297.75,No
6701-YVNQG,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,No
9306-CPCBC,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,Yes
4304-XUMGI,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,3822.45,No
9504-YAZWB,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,No
8819-ZBYNA,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,No
6174-NRBTZ,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,1489.3,No
9481-IEBZY,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,No
1833-VGRUM,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,Yes
6137-NICCO,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,No
9065-ZCPQX,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,No
6402-EJMWF,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,No
3620-EHIMZ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,No
3213-VVOLG,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35, ,No
6870-ECSHE,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,No
8747-UDCOI,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,No
8374-XGEJJ,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101,4388.4,Yes
2656-TABEH,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,Yes
6946-LMSQS,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,Yes
4626-OZDTJ,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,No
9169-BSVIN,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,827.05,No
2325-ZUSFD,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,Yes
8194-PEEBY,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,No
6872-HXFNF,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,No
3932-CMDTD,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,Yes
7714-YXSMB,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,No
8387-UGUSU,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,No
1080-BWSYE,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,No
4039-HEUNW,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes
1194-HVAIF,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95,2462.55,No
0812-WUPTB,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,Yes
3594-UVONA,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes
0004-TLHLJ,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,Yes
1767-TGTKO,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75,No
8439-LTUGF,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20,198.6,No
8805-JNRAZ,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,No
5089-IFSDP,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Yes
6418-HNFED,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,No
0206-OYVOC,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,No
7291-CDTMJ,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,No
7128-GGCNO,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No
0237-YFUTL,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No
7691-KGKGP,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65,3363.8,No
6710-HSJRD,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,No
3675-EQOZA,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,No
0840-DCNZE,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,No
1732-FEKLD,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,No
9862-KJTYK,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,No
0479-HMSWA,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,No
5854-KSRBJ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,No
0365-BZUWY,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,No
4817-VYYWS,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes
5701-SVCWR,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24,24,No
3129-AAQOU,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,No
4922-CVPDX,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,No
1396-QWFBJ,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,Yes
1357-BIJKI,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,4858.7,No
1099-BTKWT,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,3723.65,No
5299-SJCZT,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes
2018-PZKMU,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,No
7340-KEFQE,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782,No
4570-QHXHL,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,No
2403-BCASL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,Yes
7392-YYPYJ,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,No
2898-LSJGD,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,1157.05,Yes
2223-GDSHL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,No
7359-PTSXY,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,Yes
9470-RTWDV,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82,2083.1,No
2176-OSJUV,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.15,4681.75,No
9348-YVOMK,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,No
8104-OSKWT,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,No
4521-YEEHE,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75,No
4090-KPJIP,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,No
3786-WOVKF,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,No
4503-BDXBD,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,Yes
6086-ESGRL,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,Yes
2592-HODOV,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,259.65,No
3886-CERTZ,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,8109.8,Yes
7995-ZHHNZ,No,No,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,No
3824-RHKVR,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,No
5816-SCGFC,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,No
5989-AXPUC,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,No
4979-HPRFL,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,No
8590-OHDIW,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,749.35,No
8015-IHCGW,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,No
2332-TODQS,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,No
9278-VZKCD,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.1,5647.95,No
8008-OTEZX,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,708.8,No
2773-OVBPK,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.3,7567.2,No
5999-LCXAO,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,No
5206-XZZQI,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,No
4803-LBYPN,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,635.9,No
5759-RCVCB,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,Yes
6372-RFVNS,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,Yes
2139-FQHLM,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,No
8261-GWDBQ,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,No
1093-YSWCA,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,No
8938-UMKPI,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,Yes
0991-BRRFB,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,Yes
3882-IYOIJ,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,No
8749-TZYEC,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8,1874.3,No
1755-FZQEC,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,791.15,No
3115-JPJDD,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.25,4639.45,No
5600-KTXFM,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,143.9,No
3871-IKPYH,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,69.1,Yes
6319-IEJWJ,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,Yes
9025-AOMKI,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes
6339-TBELP,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),86.4,6172,No
7964-YESJC,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,1559.45,No
6173-GOLSU,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079,No
5275-SQEIZ,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,Yes
7716-YTYHG,No,No,No,No,Yes,One year,Yes,Mailed check,82.05,4029.95,Yes
9938-ZREHM,Yes,No,Yes,No,Yes,One year,No,Mailed check,72.1,2658.4,No
7950-XWOVN,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.7,383.55,No
4390-KYULV,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.55,51.15,Yes
4647-MUZON,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,No
9702-AIUJO,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.8,2230.85,No
8849-PRIQJ,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.4,7281.6,No
8851-RAGOV,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.05,1837.7,No
1304-NECVQ,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,Yes
5396-IZEPB,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,180.7,No
1729-VLAZJ,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,411.45,No
8285-ABVLB,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1328.35,No
0701-TJSEF,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,No
5712-VBOXD,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,68.45,No
6629-LADHQ,No,No,No,No,No,Month-to-month,No,Mailed check,50.95,123.05,No
8945-GRKHX,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.65,78.65,Yes
1559-DTODC,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,No
4797-MIWUM,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,No
6959-UWKHF,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.9,42.9,Yes
8720-RQSBJ,No,No,No,No,No,Month-to-month,No,Electronic check,44,44,No
4537-CIBHB,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,No
3815-SLMEF,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.25,139.35,Yes
5154-VEKBL,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.5,539.85,Yes
4324-AHJKS,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.8,300.4,No
4355-CVPVS,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),88.9,4968,No
4495-LHSSK,No,No,No,No,No,Month-to-month,No,Mailed check,57.65,992.7,No
5655-JSMZM,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,Yes
5915-ANOEI,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,79.15,5536.5,No
9861-PDSZP,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.05,7806.6,No
4505-EXZHB,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.4,434.1,Yes
7225-CBZPL,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,1563.9,No
6704-UTUKK,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,No
4587-VVTOX,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,Yes
2019-HDCZY,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,No
4652-NNHNY,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Yes
8788-DOXSU,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),61.35,3645.5,No
7404-JLKQG,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,No
7421-ZLUPA,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.25,226.95,No
8972-HJWNV,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,Yes
3274-NSDWE,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,1441.65,No
2632-IVXVF,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.75,7511.3,No
3692-JHONH,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,5621.85,No
8915-NNTRC,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,No
5914-GXMDA,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,No
7463-IFMQU,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1423.65,No
2920-RNCEZ,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,69.95,No
2541-YGPKE,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.7,2763.35,No
8515-OCTJS,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,692.1,Yes
5382-TEMLV,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,No
3441-CGZJH,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.4,2640.55,No
9592-ERDKV,No,Yes,No,Yes,Yes,One year,No,Mailed check,79.25,2911.8,No
2860-RANUS,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Yes
5261-QSHQM,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,Yes
4778-IZARL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.1,6705.7,No
0432-CAJZV,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,No
7008-LZVOZ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1672.35,No
8868-WOZGU,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,Yes
1200-TUZHR,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.2,695.75,No
9365-CSLBQ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,No
1334-FJSVR,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,Yes
5884-FBCTL,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.1,1857.85,No
7130-CTCUS,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,No
6242-FEGFD,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.6,6424.25,No
7625-XCQRH,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,Yes
6194-HBGQN,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,No
7634-WSWDB,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,No
6986-IXNDM,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,No
1731-TVIUK,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes
2987-BJXIK,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,No
9769-TSBZE,Yes,No,Yes,No,No,Two year,No,Electronic check,66,4891.5,No
0406-BPDVR,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Yes
0618-XWMSS,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes
1395-WSWXR,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,487.05,No
6023-GSSXW,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.45,4131.2,No
6752-APNJL,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.5,2301.15,No
5276-KQWHG,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes
0420-HLGXF,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036,No
7446-KQISO,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No
9823-EALYC,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.85,5727.45,No
0582-AVCLN,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,743.05,No
5803-NQJZO,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No
2565-JSLRY,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Yes
2607-DHDAK,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,No
